-0.23224; 0.18914; 9.63666
-0.22745; 0.18435; 9.6606
-0.22266; 0.17957; 9.67976
-0.21069; 0.21787; 9.69652
-0.22505; 0.19632; 9.72525
-0.22266; 0.2059; 9.6199
-0.23942; 0.19632; 9.68215
-0.2466; 0.16999; 9.69891
-0.23463; 0.18196; 9.68933
-0.26336; 0.19632; 9.69652
-0.23703; 0.18914; 9.64863
-0.27054; 0.22027; 9.71567
-0.18675; 0.26576; 9.48583
-0.12929; 0.22266; 9.61033
-0.13647; 0.22266; 9.663
-0.18675; 0.15083; 9.61751
-0.23224; 0.11732; 9.68694
-0.27054; 0.16759; 9.6606
-0.26097; 0.17478; 9.65103
-0.2466; 0.20351; 9.67257
-0.22027; 0.22505; 9.64863
-0.19632; 0.19154; 9.69173
-0.18914; 0.17478; 9.65342
-0.21308; 0.18196; 9.64624
-0.19872; 0.19632; 9.68455
-0.20111; 0.18196; 9.67497
-0.22745; 0.22745; 9.66539
-0.2466; 0.19393; 9.68455
-0.23703; 0.18914; 9.64145
-0.249; 0.16999; 9.68694
-0.22745; 0.14605; 9.7875
-0.21308; 0.19154; 9.63666
-0.19154; 0.15802; 9.67976
-0.21787; 0.22505; 9.75637
-0.23224; 0.22027; 9.76595
-0.23224; 0.14844; 9.59357
-0.23224; 0.19632; 9.61751
-0.22745; 0.17478; 9.73722
0.36392; -0.48602; 10.09156
0.16041; -1.0319; 9.663
0.50996; -1.48201; 9.38288
0.3735; -2.05901; 9.49301
0.28491; -1.96803; 9.6199
0.75417; -1.75256; 9.54568
1.29766; -1.01754; 9.50019
1.13006; -0.98162; 9.26317
0.28252; -1.78129; 9.27274
-0.41899; -3.57933; 9.13867
0.01676; -3.57694; 20.90617
0.91459; -2.0638; 6.76841
1.43652; -0.83797; 15.52161
1.1995; -0.87149; 18.1696
0.07422; 0.28491; 17.15924
0.10295; 1.06542; 10.6542
-3.01669; 0.93134; 11.78426
-4.46519; 1.51553; 12.85447
-0.77093; -0.27773; 12.64378
1.87466; -0.96486; 8.06128
1.2785; -0.04788; 8.19056
-0.7446; 0.26576; 8.45393
-1.76692; -0.29688; 7.42203
-2.72221; -0.83079; 9.31584
-2.81558; -0.97205; 9.69412
-2.1452; -0.7446; 10.5297
-2.4349; -0.80924; 9.89763
-3.19626; -0.62489; 9.81862
-2.91374; -0.66319; 9.59357
-2.43011; -0.86431; 8.76278
-2.34153; -0.76854; 8.27915
-1.74298; -0.7039; 8.67659
-1.24977; -0.69671; 9.65582
-1.51314; -0.9098; 10.48421
-2.29604; -1.24498; 10.01016
-3.055; -1.20189; 8.94953
-2.41575; -0.73502; 9.14824
-2.06859; -0.20351; 9.12191
-1.53708; -0.19393; 9.78031
-1.72622; -0.30646; 8.61194
-2.07577; -0.3711; 8.65025
-2.1476; -0.17717; 8.71968
-1.99198; -0.14365; 8.96389
-1.65679; -0.25379; 9.02135
-1.32878; 0.0431; 9.40682
-1.1564; 0.33279; 9.61033
-1.49398; 0.05986; 9.32542
-1.61848; -0.17238; 9.35654
-1.55144; -0.28491; 9.33978
-1.37188; -0.13168; 9.29908
-1.47962; -0.13408; 9.38766
-1.69749; -0.23703; 9.81383
-1.74777; -0.30646; 9.73722
-1.83156; -0.38547; 9.32302
-1.69031; -0.54348; 9.38048
-1.53947; -0.53391; 9.72764
-1.47243; -0.47405; 9.77792
-1.6089; -0.60573; 9.65582
-1.68552; -0.60334; 10.00297
-1.69988; -0.55545; 9.93833
-1.59933; -0.54827; 9.46189
-1.49398; -0.48363; 9.40203
-1.42455; -0.50757; 9.41161
-1.47722; -0.59616; 9.39964
-1.28329; -0.79727; 9.78271
-1.12527; -0.81642; 10.01734
-1.38145; -0.83079; 9.80904
-1.35991; -0.92656; 9.52174
-1.47243; -0.76854; 9.57441
-1.45089; -0.64404; 9.66539
-1.62327; -0.52433; 9.49301
-1.69031; -0.50039; 9.33499
-1.69031; -0.52433; 9.3326
-1.76213; -0.53391; 9.45949
-1.89621; -0.56982; 9.59835
-1.85072; -0.63925; 9.71328
-1.64003; -0.6201; 9.63187
-1.17076; -0.42617; 9.55287
-0.74699; -0.20351; 9.38527
-0.577; -0.17717; 9.38527
-0.44532; -0.19872; 9.85693
-0.38547; -0.2059; 9.8282
-0.62728; -0.30406; 9.68455
-0.93853; -0.53391; 9.62948
-1.02232; -0.62728; 9.80186
-0.73981; -0.51475; 10.05086
-0.69911; -0.42617; 9.93594
-0.93853; -0.52194; 9.66779
-1.21147; -0.67995; 9.663
-1.3623; -0.7015; 9.76834
-1.20907; -0.56264; 9.71567
-0.98881; -0.41899; 9.50977
-0.96486; -0.42856; 9.4547
-0.9074; -0.40941; 9.51695
-0.87867; -0.38786; 9.11233
-1.17076; -0.41899; 9.16979
-1.45807; -0.52433; 9.21528
-1.47483; -0.54348; 9.23922
-1.34315; -0.45011; 9.35415
-1.26893; -0.31843; 9.61033
-1.45328; -0.34716; 9.49062
-1.39582; -0.50518; 9.38766
-1.20428; -0.50757; 9.61511
-0.96965; -0.42138; 10.07241
-0.75417; -0.46687; 9.82102
-0.76136; -0.5363; 9.6199
-0.65362; -0.6177; 9.59596
-0.67756; -0.67277; 9.70609
-0.60334; -0.56982; 9.82102
-0.75178; -0.52912; 9.81383
-0.95768; -0.55306; 9.79707
-0.97923; -0.64165; 9.75158
-0.95529; -0.55306; 9.67976
-0.73741; -0.38547; 9.55765
-0.64643; -0.41659; 9.67257
-0.7039; -0.46926; 9.74201
-0.72305; -0.43335; 9.77553
-0.76614; -0.36392; 9.67736
-0.79966; -0.48602; 9.26795
-0.97923; -0.54109; 9.61033
-1.17555; -0.59137; 9.86651
-1.29766; -0.67516; 9.87129
-1.38385; -0.79727; 9.90721
-1.17555; -0.79727; 9.75398
-0.92416; -0.5794; 9.90481
-0.79009; -0.34955; 9.99819
-0.87867; -0.35674; 9.96706
-0.87628; -0.4956; 9.96946
-0.92177; -0.53151; 9.82102
-0.9505; -0.44293; 9.65821
-0.7446; -0.50757; 9.62469
-0.63686; -0.49321; 10.12508
-0.73981; -0.34477; 10.09635
-0.76136; -0.34477; 9.52653
-0.89543; -0.51475; 9.10515
-0.83558; -0.41659; 9.53132
-0.48602; -0.22505; 9.83538
-0.41659; -0.17717; 9.42597
-0.67038; -0.35674; 8.97586
-0.48123; -0.29928; 9.53611
-0.54109; -0.12689; 9.93594
-0.60094; -0.23224; 9.43555
-0.6177; -0.41899; 8.88249
-0.62249; -0.41659; 9.74679
-0.84515; -0.35434; 10.18733
-1.17795; -0.28252; 9.31344
-1.08457; -0.29928; 9.56723
-1.32878; -0.27294; 9.38288
-2.08535; -0.27294; 10.08438
-1.49159; 0.18435; 12.54801
-0.8667; -0.23463; 10.35492
-1.53947; -0.22027; 9.97424
-2.61207; -0.49799; 7.55849
-4.00311; -0.84994; 6.26802
-4.76446; -0.84036; 7.49146
-3.83072; -1.24259; 9.67018
-3.12204; -0.82361; 9.42597
-2.31519; 0.30406; 7.94157
-1.23301; 0.80445; 7.72848
-1.18513; 0.44053; 9.75398
-1.7765; -0.27054; 10.13944
-1.87227; -0.577; 9.86172
-1.13964; -0.24181; 11.25993
-0.59137; 0.71108; 11.1881
-1.01275; 0.48363; 10.26634
-1.79805; -0.1652; 8.24802
-1.97282; -0.10534; 7.20655
-1.77171; -0.02873; 7.91523
-1.98; -0.19393; 11.066
-1.51553; 0.10774; 10.96544
-2.34392; -0.11732; 10.09635
-2.61686; -0.19154; 8.70292
-1.09415; 1.12767; 10.35732
-1.2378; 0.01676; 11.41316
-2.4349; -0.17478; 8.74841
-2.79403; -0.10056; 7.91523
-1.85072; 0.28252; 9.77553
-1.8986; 0.09337; 10.33098
-2.0231; 0.03831; 9.57681
-2.07338; 0.20351; 9.11473
-1.85072; 0.28252; 9.34936
-1.90339; 0.21787; 9.07642
-1.93691; 0.10295; 9.04769
-1.83156; 0.19632; 9.08839
-2.03268; 0.24181; 9.21768
-2.03028; 0.16759; 9.79707
-1.86029; 0.11253; 9.62469
-1.75256; 0.0814; 9.50977
-1.69749; 0.13647; 9.4164
-1.79805; 0.1245; 9.36612
-1.84593; 0.13886; 9.6606
-1.84114; 0.14844; 9.51456
-1.84593; 0.07901; 9.54808
-1.71185; 0.12929; 9.7444
-1.70228; 0.14365; 9.60075
-1.74777; 0.1245; 9.39006
-1.62566; 0.17957; 9.45949
-1.64721; 0.13168; 10.0772
-1.89142; 0.0838; 9.33978
1
-1.26893; 0.98881; 8.31985
-1.20668; 0.21548; 10.52012
-1.60651; -0.08619; 9.85932
-2.07817; -0.06464; 10.01495
-1.91536; -0.06943; 10.10593
-1.73101; -0.15323; 10.10832
-1.71904; -0.08859; 9.48822
-1.35512; 0.25139; 8.9615
-1.39821; 0.19632; 9.84735
-1.82678; 0.09337; 9.90002
-1.74537; 0.05986; 9.53132
-1.47483; 0.13886; 9.45231
-1.43892; 0.21308; 9.50019
-1.46765; 0.14605; 9.6199
-1.63045; 0.09337; 9.55287
-1.57538; 0.18196; 9.40682
-1.64482; 0.14126; 9.39964
-1.59454; 0.06704; 9.50498
-1.57778; 0.0431; 9.51935
-1.52271; 0.0431; 9.60554
-1.47243; 0.1221; 9.59835
-1.52271; 0.10295; 9.68215
-1.35512; -0.28491; 6.69419
-0.81403; 0.26336; 10.2831
-1.41976; 0.09577; 9.83299
-1.69988; -0.10056; 10.14663
-1.64003; 0.09577; 10.30464
-1.47722; -0.05507; 9.9527
-1.43652; -0.13168; 9.32063
-1.42455; -0.04549; 9.20331
-1.18513; 0.23703; 9.90002
-1.79805; 0.02634; 9.83778
1
-1.81241; -0.03831; 9.58399
-1.31681; 0.15562; 9.65103
-1.28808; 0.15323; 9.48343
-1.37427; 0.09337; 9.45231
-1.50356; 0.13886; 9.56962
-1.57538; 0.14365; 9.42597
-1.58017; 0.14844; 9.4547
-1.62806; 0.13168; 9.55047
-1.49159; 0.09098; 9.57202
-1.46286; 0.16759; 9.54089
-1.50595; 0.10056; 9.44034
-1.52032; 0.11253; 9.52413
-1.47962; 0.15323; 9.6223
-1.60172; 0.11732; 9.49301
-0.84515; 0.11732; 4.36702
-1.18034; 0.00718; 10.73321
-1.60651; -0.09337; 9.89524
-1.81002; -0.0431; 9.92875
-1.58496; 0.07661; 9.92875
-1.46525; 0.03112; 9.84017
-1.38864; 0.05986; 9.44034
-1.67115; -0.03831; 8.91122
-1.52511; 0.33279; 9.62948
1
-1.74777; 0.19872; 9.75637
-1.71425; 0.14844; 9.74201
-1.50356; 0.24421; 9.55047
-1.50116; 0.19154; 9.56005
-1.57299; 0.17957; 9.59596
-1.54187; 0.21548; 9.71806
-1.66636; 0.15562; 9.71328
-1.65918; 0.11492; 9.70131
-1.62327; 0.14844; 9.54089
-1.56341; 0.18914; 9.55287
-1.62806; 0.1652; 9.41161
-1.69988; 0.13886; 9.48104
-1.62327; 0.14605; 9.41161
-1.50116; 0.2466; 9.30147
-1.51074; 0.26576; 9.28471
-1.56581; 0.15083; 9.21289
-1.58257; 0.12689; 9.42118
-1.62566; 0.17238; 9.44273
-1.50356; 0.18196; 9.54568
-1.60651; 0.17478; 9.63427
-1.49398; 0.14365; 9.69173
-1.52511; -0.20351; 7.86256
-1.02711; 0.40223; 10.21127
-1.46765; 0.11492; 9.72285
-1.66636; -0.05028; 10.17775
-1.69509; 0.19154; 10.39802
-1.36709; 0.12929; 10.10353
-1.36948; 0.08619; 9.22246
-1.44849; -0.01197; 9.08839
-1.65679; 0.33519; 9.49301
1
-1.66636; 0.12929; 9.63666
-1.68791; 0.06943; 9.55765
